梁羽生	風雲雷電	?M=Share&P=10G6	嘉明製作 2010/7/12 (1566K) 大漢皇族勘誤 2015/10/2
梁羽生	還劍奇情錄	?M=Share&P=1027	嘉明製作 2010/2/5 (249K) giff勘誤1處 2016/4/1
梁羽生	萍蹤俠影錄	?M=book&P=34	美格騰製作 2003/7/15 (827K) 胡剛毅勘誤上1處 2017/7/7
梁羽生	散花女俠	?M=Share&P=0101	嘉明製作 2010/1/1 (907K) 大漢皇族勘誤187處、ED2015勘誤5處 2015/11/6
梁羽生	聯劍風雲錄	?M=Share&P=1034	嘉明製作 2010/2/14 (960K) 敖先榮勘誤28處 2016/2/5
梁羽生	廣陵劍	?M=Share&P=1020	嘉明製作 2010/1/24 (1532K) James勘誤 2013/9/13
梁羽生	武當一劍	?M=Share&P=10N2	嘉明製作 2010/9/17 (1252K) giff勘誤6處 2016/7/1
梁羽生	白髮魔女傳	?M=book&P=438	guinness校正 2013/1/18 (815K) 簡華特勘誤25處 2017/11/3
梁羽生	塞外奇俠傳	?M=book&P=439	guinness校正 2013/1/18 (189K) 林榮芳勘誤 2014/3/7
梁羽生	七劍下天山	?M=book&P=440	邱應琦校正 2013/8/16 (803K) ED2015勘誤 2015/7/3
梁羽生	江湖三女俠	?M=Share&P=09A6	嘉明製作 2009/10/30 (1220K) 藍大樹勘誤38處 2016/5/6
梁羽生	冰魄寒光劍	?M=Share&P=10F1	嘉明製作 2010/6/27 (229K) 藍大樹勘誤9處 2016/9/2
梁羽生	冰川天女傳	?M=book&P=441	美格騰製作 2005/10/7 (985K) 藍大樹勘誤28處 2016/6/3
梁羽生	雲海玉弓緣	?M=book&P=564	guinness校正 2013/4/19 (1230K) James勘誤 2013/12/6
梁羽生	冰河洗劍錄	?M=book&P=568	Andy Lin製作 2009/8/21 (1329K) 敖先榮勘誤116處 2016/11/4
梁羽生	風雷震九州	?M=Share&P=09B7	嘉明製作 2009/11/12 (1288K) ED2015勘誤31處 2016/1/1
梁羽生	俠骨丹心	?M=Share&P=09F4	嘉明製作 2009/12/21 (1177K) giff勘誤7處 2016/1/1
梁羽生	遊劍江湖	?M=Share&P=10L7	嘉明製作 2010/9/3 (1680K) James勘誤 2014/1/3
梁羽生	牧野流星	?M=Share&P=10L8	嘉明製作 2010/9/4 (1660K) James勘誤 2014/1/3
梁羽生	彈指驚雷	?M=Share&P=10L9	嘉明製作 2010/9/5 (997K) James勘誤 2014/1/3
梁羽生	絕塞傳烽錄	?M=Share&P=10M0	嘉明製作 2010/9/6 (772K) mPDB勘誤 2014/3/7
梁羽生	劍網塵絲	?M=Share&P=10M1	嘉明製作 2010/9/7 (1231K) giff勘誤13處 2017/8/4
梁羽生	幻劍靈旗	?M=Share&P=10M5	嘉明製作 2010/9/11 (706K) giff勘誤6處 2017/9/1
梁羽生	龍虎鬥京華	?M=Share&P=1043	嘉明製作 2010/2/20 (416K) giff勘誤7處 2015/12/4
梁羽生	草莽龍蛇傳	?M=Share&P=1083	嘉明製作 2010/4/11 (362K) mPDB勘誤 2014/3/7
臥龍生	玉釵盟	?M=book&P=161	美格騰製作 2002/10/17 (1602K) 喬峰勘誤262處 2016/7/1
臥龍生	鐵笛神劍	?M=book&P=184	美格騰製作 2004/6/8 (1151K) 敖先榮勘誤 2015/1/2
臥龍生	素手劫	?M=book&P=207	美格騰製作 2003/2/14 (1476K) 張鴻基勘誤60處 2017/12/1
臥龍生	飛燕驚龍	?M=book&P=208	美格騰製作 2003/2/14 (1706K) YAO勘誤243處 2017/11/3
臥龍生	風雨燕歸來	?M=book&P=418	美格騰製作 2005/5/20 (1338K) mPDB勘誤 2015/4/3
臥龍生	天劍絕刀	?M=book&P=10T1	嘉明製作 2010/12/8 (1439K) 張鴻基勘誤33處、敖先榮勘誤148處 2016/7/1
臥龍生	天馬霜衣	?M=book&P=419	美格騰製作 2005/5/25 (1093K) 饒嘉陽勘誤10處 2016/5/6
臥龍生	天涯俠侶	?M=book&P=420	美格騰製作 2005/6/5 (787K) mPDB勘誤 2015/6/5
臥龍生	天香飆	?M=book&P=274	美格騰製作 2004/3/2 (1253K) 峰勘誤 2015/7/3
臥龍生	絳雪玄霜	?M=book&P=275	Simon校正 2015/6/5 (1796K) ED2015勘誤3處 2015/11/6
臥龍生	幽靈四豔	?M=book&P=1109	嘉明製作 2011/1/21 (658K) 敖先榮勘誤23處 2015/11/6
臥龍生	無名簫	?M=book&P=276	美格騰製作 2004/3/20 (2088K) 張鴻基勘誤53處、敖先榮勘誤72處 2017/12/1
臥龍生	飄花令	?M=book&P=295	美格騰製作 2004/5/30 (1950K) mPDB勘誤 2015/4/3
臥龍生	新仙鶴神針	?M=book&P=417	美格騰製作 2005/5/16 (1170K) frozenblue、ED2015勘誤 2015/5/1
臥龍生	雙鳳旗	?M=Share&P=1084	張鴻基製作 2010/4/11 (1716K) Eirene勘誤382處 2017/5/5
臥龍生	金劍鵰翎	?M=book&P=1121	張鴻基製作 2011/2/18 (1842K) YAO勘誤190處 2017/3/3
臥龍生	岳小釵	?M=book&P=1137	張鴻基製作 2011/3/18 (1707K) YAO勘誤114處 2017/5/5
臥龍生	十二魔令	?M=book&P=1196	張鴻基製作 2011/6/24 (1926K) 喬峰勘誤432處 2016/8/5
臥龍生	飛鈴	?M=book&P=1126	陳冠宏製作 2011/3/4 (1452K) mPDB勘誤 2015/6/5
臥龍生	天龍甲	?M=book&P=11D9	張鴻基製作 2011/8/20 (1373K) 敖先榮勘誤204處 2016/2/5
臥龍生	金鳳剪	?M=book&P=11M0	張鴻基製作 2011/11/28 (1530K) ED2015勘誤 2015/7/3
臥龍生	劍氣洞徹九重天	?M=book&P=12G8	Simon製作 2012/11/2 (1037K) 峰勘誤 2014/10/3
臥龍生	飛花逐月	?M=book&P=12J2	Simon製作 2012/11/23 (927K) 費格遜勘誤1處 2017/2/3
臥龍生	金筆點龍記	?M=book&P=1671	陳冠宏製作 2016/5/6 (1583K) giff勘誤13處 2017/12/1
臥龍生	施公案	null	null
諸葛青雲	紫電青霜	?M=Share&P=10B4	嘉明更新 2015/1/2 (946K)
諸葛青雲	一劍光寒十四州	?M=Share&P=1050	嘉明更新 2015/1/2 (788K)
諸葛青雲	霹靂薔薇	?M=Share&P=1062	嘉明製作 2010/3/17 (1527K) 旺財8341、ED2015勘誤 2015/2/6
諸葛青雲	江湖夜雨十年燈	?M=book&P=1150	嘉明更新 2014/12/5 (857K) 敖先榮勘誤 2015/2/6
諸葛青雲	奪魂旗	?M=book&P=1114	嘉明製作 2011/1/28 (1388K) 峰勘誤 2015/8/7
諸葛青雲	鐵劍朱痕	?M=book&P=10S5	嘉明製作 2010/12/2 (737K) Peter Ko勘誤 2015/1/2
諸葛青雲	殺伐世家	?M=book&P=10S6	嘉明製作 2010/12/3 (737K) mPDB勘誤 2015/6/5
諸葛青雲	一鈴半劍	?M=book&P=1138	嘉明製作 2011/3/25 (800K) mPDB勘誤 2015/6/5
諸葛青雲	劫火紅蓮	?M=book&P=10S7	嘉明製作 2010/12/4 (974K) 旺財8341勘誤7處 2015/12/4
諸葛青雲	碧落紅塵	?M=Share&P=10K9	嘉明製作 2010/8/26 (821K) mPDB勘誤 2015/7/3
諸葛青雲	碧玉青萍	?M=Share&P=10D8	嘉明製作 2010/6/13 (813K) mPDB勘誤 2015/7/3
諸葛青雲	劍影春水	?M=Share&P=10H5	嘉明製作 2010/7/23 (794K) mPDB勘誤 2015/7/3
諸葛青雲	武林八修	?M=book&P=1103	嘉明製作 2011/1/14 (1172K) A Yung勘誤 2015/1/2
諸葛青雲	墨羽青驄	?M=book&P=1104	嘉明製作 2011/1/14 (1101K) mPDB勘誤 2015/7/3
諸葛青雲	金手書生	?M=book&P=13Q4	嘉明製作 2013/12/6 (809K)
諸葛青雲	武林三鳳	?M=book&P=14J5	嘉明製作 2014/6/6 (1132K)
諸葛青雲	生死盟	?M=book&P=10S9	嘉明製作 2010/12/6 (806K) mPDB勘誤 2015/6/5
諸葛青雲	彈劍江湖	?M=book&P=10P7	嘉明製作 2010/10/28 (791K) mPDB勘誤 2015/7/3
諸葛青雲	紅葉銷魂錄	?M=book&P=10P9	嘉明製作 2010/10/30 (934K) mPDB勘誤 2015/7/3
諸葛青雲	無字天書	?M=book&P=10Q0	嘉明製作 2010/10/31 (1407K) Gilbert、YSG勘誤 2015/8/7
諸葛青雲	俏羅剎	?M=book&P=10Q2	嘉明製作 2010/11/2 (1131K) mPDB勘誤 2015/7/3
諸葛青雲	鐵板銅琶	?M=Share&P=10E8	嘉明製作 2010/6/23 (1149K) mPDB勘誤 2015/7/3
諸葛青雲	四海群龍傳	?M=Share&P=10L0	嘉明製作 2010/8/27 (755K) 難兄難弟勘誤1處 2017/12/1
諸葛青雲	霸王裙	?M=Share&P=1093	嘉明製作 2010/4/16 (1274K) 嘉明補缺 2011/8/26
諸葛青雲	金鼎游龍	?M=Share&P=10A8	嘉明製作 2010/4/27 (794K) 費格遜勘誤4處 2015/12/4
諸葛青雲	梅花血	?M=Share&P=10L1	嘉明製作 2010/8/28 (970K) 泰山北斗勘誤 2015/9/4
諸葛青雲	咆哮紅顏	?M=book&P=10S8	嘉明製作 2010/12/5 (1018K) mPDB勘誤 2015/7/3
諸葛青雲	劍道天心	?M=Share&P=10B6	嘉明製作 2010/5/15 (1103K) mPDB勘誤 2015/7/3
諸葛青雲	劍戟公侯	?M=book&P=10T0	嘉明製作 2010/12/7 (1169K) 費格遜勘誤1處 2016/1/1
諸葛青雲	美人如玉劍如虹	?M=book&P=11D1	嘉明製作 2011/8/15 (586K) 東亞病夫、A Yung勘誤 2015/1/2
諸葛青雲	翡翠船	?M=Share&P=10I2	嘉明製作 2010/7/30 (1067K) 費格遜、ED2015勘誤 2015/1/2
諸葛青雲	五霸圖	?M=Share&P=10L2	嘉明製作 2010/8/29 (1103K) mPDB勘誤 2015/7/3
諸葛青雲	孤星冷月寒霜	?M=Share&P=10L3	嘉明製作 2010/8/30 (711K) mPDB勘誤 2015/7/3
諸葛青雲	陰陽谷	?M=Share&P=10C8	嘉明製作 2010/6/1 (658K) 費格遜勘誤5處 2016/2/5
諸葛青雲	百劫孤星	?M=Share&P=10L4	嘉明製作 2010/8/31 (1051K) 東亞病夫勘誤 2015/4/3
諸葛青雲	五嶽英豪傳	?M=book&P=10Q3	嘉明製作 2010/11/3 (859K) mPDB勘誤 2015/7/3
諸葛青雲	五霸七雄	?M=Share&P=10L5	嘉明製作 2010/9/1 (724K) mPDB勘誤 2015/7/3
諸葛青雲	酆都玉女	?M=Share&P=10E0	嘉明製作 2010/6/15 (202K) mPDB勘誤 2015/7/3
諸葛青雲	大寶傳奇	?M=book&P=1101	嘉明製作 2011/1/14 (518K) mPDB勘誤 2015/7/3
諸葛青雲	劍海情天	?M=book&P=1102	嘉明製作 2011/1/14 (1023K) mPDB勘誤 2015/7/3
諸葛青雲	怒馬香車	?M=Share&P=10I3	陳偉森製作 2010/7/31 (616K) A Yung勘誤 2014/12/5
黃易	破碎虛空	?M=book&P=74	美格騰製作 2007/2/9 (353K) 饒嘉陽勘誤2處 2016/10/7
黃易	尋秦記	?M=book&P=69	美格騰製作 2003/7/13 (3272K) For Lam勘誤二1處三1處四2處 2017/9/1
黃易	新版尋秦記	?M=book&P=81	申明生校正 2017/12/1 (2955K)
黃易	覆雨翻雲	?M=book&P=70	美格騰製作 2003/7/15 (3899K) 震古爍金勘誤四18處五34處六73處 2017/10/6
黃易	荊楚爭雄記	?M=book&P=223	美格騰製作 2003/1/17 (239K) Vincent勘誤9處、ED2015勘誤4處 2016/1/1
黃易	大唐雙龍傳	?M=book&P=191	美格騰製作 2003/10/19 (7647K) sky勘誤四1處 2017/12/1
黃易	日月當空	?M=book&P=17XZ	張燈製作 2017/12/1 (558K)
黃易	烏金血劍	?M=book&P=236	美格騰製作 2003/3/21 (242K) Vincent勘誤 2015/9/4
黃易	邊荒傳說	?M=book&P=423	美格騰製作 2005/7/27 (5761K) JC勘誤一6處三1處四3處五7處六2處七79處 2017/1/6
黃易	雲夢城之謎	?M=book&P=1127	邪派同盟製作 2011/3/4 (782K) Vincent勘誤1處 2016/10/7
黃易	大劍師傳奇	?M=Share&P=081102	假面測試員製作 2008/11/2 (1728K) 敖先榮勘誤三39處 2016/1/1
黃鷹	天蠶變	?M=Share&P=0847	Andy Lin製作 2008/12/9 (1430K) mPDB勘誤變17處再變57處 2016/12/2
黃鷹	吸血蛾	?M=book&P=1218	陳冠宏製作 2012/3/3 (442K) mPDB勘誤17處 2016/12/2
黃鷹	黑蜥蜴	?M=book&P=11A0	嘉明製作 2011/7/1 (310K) mPDB勘誤19處 2016/12/2
黃鷹	羅剎女	?M=book&P=1191	嘉明製作 2011/6/17 (386K) 難兄難弟勘誤1處 2016/12/2
黃鷹	水晶人	?M=book&P=1139	陳冠宏製作 2011/3/25 (455K) mPDB勘誤28處 2016/12/2
黃鷹	無翼蝙蝠	?M=book&P=1302	嘉明製作 2013/1/4 (506K) mPDB勘誤7處 2016/12/2
黃鷹	大俠沈勝衣	?M=book&P=1125	嘉明製作 2011/2/25 (459K) Gilbert勘誤9處 2017/8/4
黃鷹	白蜘蛛	?M=book&P=1339	陳冠宏製作 2013/2/8 (133K) A Yung勘誤 2014/12/5
黃鷹	畫眉鳥	?M=book&P=1340	陳冠宏製作 2011/2/8 (136K) A Yung勘誤 2014/12/5
黃鷹	骷髏殺手	?M=book&P=14X4	陳冠宏製作 2014/10/3 (122K) 敖先榮勘誤 2015/2/6
黃鷹	相思夫人	?M=book&P=1169	陳冠宏製作 2011/4/29 (113K) 敖先榮勘誤 2014/8/1
黃鷹	玉蜻蜓	?M=book&P=14X3	陳冠宏製作 2014/10/3 (125K)
黃鷹	十三殺手	?M=book&P=1155	嘉明製作 2011/4/22 (228K)
黃鷹	鳳鳳劫	?M=book&P=1161	嘉明製作 2011/4/29 (172K) 敖先榮勘誤 2014/9/5
黃鷹	無腸公子	?M=book&P=1170	嘉明製作 2011/5/6 (161K) 費格遜勘誤1處並提供書影 2017/8/4
黃鷹	死亡鳥	?M=book&P=1171	嘉明製作 2011/5/6 (152K) A Yung勘誤 2014/12/5
黃鷹	鬼簫	?M=book&P=1174	嘉明製作 2011/5/13 (155K) 敖先榮勘誤 2015/1/2
黃鷹	銀狼	?M=book&P=1175	嘉明製作 2011/5/13 (154K) Bryan勘誤 2015/9/4
